Tsafe,1710,1733,1697,26,27,1727,1672,1718,25,1705,1646,1678,1701,1709,1652,25,1642,25,26,25,25,25,1727,26,1576,24,24,25,26,26,1722,1681,1742,1687,24,1691,1730,1722,1730,26,28,26,28,27,1744,1670,1692,1636,1658,27,26,26,1724,1697,27,26,27,1751,1732,1724,26,27,27,26,1687,26,1654,1656,25,25,1671,1636,1692,26,27,1721,1731,1769,1686,1645,26,25,1672,25,26,1691,1664,1710,1702,1690,1701,27,1706,25,25,25,1767,27,27,27,1734,1664,1674,25,25,1742,1756,27,1678,1658,27,1706,1677,27,27,27,1755,1699,1737,1706,1737,27,27,28,1737,1762,1700,1715,25,1662,26,1674,25,27,1686,1681,1716,1722,1706,26,1707,25,26,1716,1693,26,26,28,28,27
TR,176982034.69024473,131833271.4556895,141094909.0870741,22855572.586112622,53605434.75478673,58218964.998764291,123255003.78654221,149131531.68359065,49986005.201913446,136671386.53417817,624496763.93173385,68503284.956269741,180301622.20136961,94134448.056671739,146473641.84717515,120012458.63709369,62628520.148945868,56230541.705797449,243862085.3728773,338424832.31969607,40906806.978652783,31631506.627850369,59426732.068431199,47968538.753737532,768075692.18197346,149058703.06799161,80617883.473008737,64652990.138325393,49054350.426678784,17104137.084294651,132792866.02802064,116449800.76837793,100720119.63489014,79217414.007996321,67135736.421908274,82640480.231616616,492745718.90815192,287558264.92191362,287646677.88246006,95408432.913278773,56262541.965571076,102804079.81304929,38954886.670383349,71602160.697557881,58139717.837680168,174267448.26433456,173069851.29595369,203705340.21842781,84093640.640606135,71941836.673026606,16954876.671521131,32455853.198638085,67283333.956835374,50537965.10123843,38235632.150317349,22923390.339599382,104674884.89925644,88412257.139372736,78334394.97678706,232229300.91290212,20553550.067519933,101105449.40619096,123544093.03674082,45925401.369721189,99954736.847762018,72402635.982475296,26690308691.178566,297713582.17579299,51176505.17071937,30572913.320321616,1495587183.7864752,1497877513.3750794,129886317.49796276,122617851.61250979,28758969.882375173,51849828.553009175,56762334.005037777,58966705.531765394,210346059.51245043,97446682.988625929,22449139.988262504,31693663.787324019,43959094.960294344,25633938.77827077,34154113.577219352,139021773.44508144,164388260.21398053,117562622.58319075,112572149.18292409,65482916.529247411,92666981.49411884,48023317.475311026,64095587.280889548,20833257.172374174,446216148.5837912,38451785.123745486,2130529321.4708958,27761382.0887588,20201491.282064699,75818708.952029973,632257703.26790416,274600077.55277169,76078235.518239677,40428978.150494963,39472742.162740722,305733079.53588074,276092214.27432895,293540051.27532285,98437657.077028334,91057306.941082165,23424670.195882656,55670915.346493959,91932356.860749677,20778715.156972006,26726480.119082827,31767711.610918272,113746465.18003707,125769143.92000489,109099371.84731948,187640683.98407727,299547998.45876718,27423280.844237242,214682126.59627327,29641584.708317313,119316310.64044234,101818856.59416299,116711618.36585058,116711618.36585058,30047495.409585468,239554114.50263396,30336231.189410016,199915124.0267778,47952099.064314798,362224188.26816458,1543717157.1430166,100577866.59800227,58162881.596751548,78141993.562684789,80793618.568439201,29156965.022230204,171137119.85832164,21375561.1304418,30024150.13804204,133784214.94885911,149252365.4078269,83706688.313711181,64861036.694730759,426337606.26541716,34592901.959873587,116455897.74387163
Ei,578947.3684210526,571783.0351990768,583794.932233353,653846.1538461539,581481.4814814815,573422.1192819919,592224.8803827751,576717.1129220023,668000.0,580703.8123167155,601458.0801944106,590107.2705601907,582539.6825396825,579578.7009947337,599515.7384987894,612000.0,603045.0669914738,644000.0,646153.8461538461,620000.0,596000.0,596000.0,573306.3115228721,630769.2307692308,628426.3959390863,750000.0,641666.6666666666,572000.0,615384.6153846154,592307.6923076923,574912.8919860628,589470.5532421177,568771.5269804822,587374.0367516301,625000.0,585629.8048492017,572369.9421965318,575493.612078978,572716.7630057803,653846.1538461539,642857.1428571428,684615.3846153846,628571.4285714285,670370.3703703703,567660.5504587156,593053.8922155688,585224.5862884161,605378.9731051344,597225.5729794934,633333.3333333334,630769.2307692308,707692.3076923077,574361.9489559165,583794.932233353,566666.6666666666,546153.8461538461,566666.6666666666,565790.9765848087,571593.533487298,574709.9767981438,700000.0,581481.4814814815,633333.3333333334,630769.2307692308,586899.8221695317,684615.3846153846,598669.8911729142,597946.8599033817,612000.0,612000.0,592519.4494314782,605501.2224938875,585106.3829787234,676923.0769230769,603703.7037037037,575305.0552004648,572097.0537261699,560033.9174674958,587425.8600237248,601884.4984802431,584615.3846153846,660000.0,592105.2631578947,636000.0,584615.3846153846,585511.531638084,595552.8846153846,578947.3684210526,581668.625146886,585798.8165680474,582069.3709582598,588888.8888888889,580773.7397420867,692000.0,644000.0,644000.0,560328.2399547255,662962.9629629629,611111.1111111111,633333.3333333334,571164.9365628604,594951.9230769231,591636.798088411,660000.0,596000.0,568886.337543054,563781.3211845102,655555.5555555555,590107.2705601907,597104.9457177322,648148.1481481482,580304.8065650645,590876.56529517,588888.8888888889,566666.6666666666,611111.1111111111,564159.5441595442,583107.7104178929,570120.8981001728,580304.8065650645,570120.8981001728,655555.5555555555,611111.1111111111,585714.2857142857,570120.8981001728,561975.0283768445,582470.5882352941,577434.4023323616,668000.0,596028.880866426,615384.6153846154,591636.798088411,668000.0,588888.8888888889,587544.4839857651,589470.5532421177,577389.2773892774,575145.1800232287,580422.03985932,661538.4615384615,580257.762155829,636000.0,615384.6153846154,576923.0769230769,584937.9799173066,692307.6923076923,738461.5384615385,607142.8571428572,585714.2857142857,611111.1111111111
