Tsafe,41,42,39,1818,1796,32,1830,39,46,1856,1870,1807,1842,1839,1836,1824,1807,1829,47,1878,48,72,1800,1845,1828,46,1783,39,1814,1844,51,1824,1874,1825,44,40,67,1819,35,46,1836,37,44,35,37,1806,1840,30,40,46
TR,33078407.064511601,35246646.467516623,114604044.8494485,976642075.30664909,209621777.58733499,54414275.569006376,1323873448.3074462,2339306035.9811745,91555934.31557928,1081875376.0784316,47703849.506144211,63057071.726161987,103181279.10297361,149009357.77559093,77121267.964397401,163894823.7101042,381361504.05839735,121841542.34949404,45860176.089951918,227877267.93537706,46452123.992930338,171216893.03681764,6282296441.1188698,147504150.02181193,66443594.421300896,440651838.22570693,81574528.641302988,82648681.858882636,151097126.37868458,36872532.302412823,64090756.561907403,885968426.7652216,110710102.4966138,569483126.97545218,76199123.371349037,251369476.36789012,69590951.277023196,129260307.42400667,22662335.673318148,44248672.770675272,73171819.539227456,18025891.94171197,33331540.615628518,31584340.338686612,35230199.324912205,42730515.245552495,193564427.19683322,21551548.636742353,27821069.099773273,39991964.303972416
Ei,558536.5853658536,542857.1428571428,546153.8461538461,544774.4774477448,551224.9443207127,575000.0,541092.8961748633,561538.4615384615,552173.9130434783,533512.9310344828,529411.7647058824,547924.7371333702,537676.4386536373,538390.4295812942,539324.6187363834,542982.4561403509,548035.4178195904,541443.4117003827,589361.7021276596,527582.5346112886,595833.3333333334,550000.0,550111.1111111111,536639.566395664,541684.9015317287,565217.3913043478,555300.0560852495,561538.4615384615,545865.4906284454,536984.8156182213,582352.9411764706,542982.4561403509,528815.3681963714,542630.1369863014,554545.4545454546,545000.0,553731.3432835821,544420.0109950522,551428.5714285715,565217.3913043478,539433.5511982571,564864.8648648649,554545.4545454546,568571.4285714285,575675.6756756756,548172.7574750831,538260.8695652174,613333.3333333334,545000.0,552173.9130434783
