Tsafe,1617,1576,1668,1603,43,1636,40,1575,1527,1635,1686,1619,1701,1740,46,1582,1709,1671,1608,1691,1730,44,1618,1634,1672,44,1637,1602,1573,1656,1665,1610,1664,1604,1629,1608,1576,1571,1689,1666,41,1649,1667,43,1588,1628,1685,1656,1652,1686
TR,89803934.76257214,201153708.19190207,155952046.44957399,88190105.424463719,180692751.69227275,573723685.28586662,32300386.068927933,60279087.549593121,1030370762.5274777,1090534451.3566401,126621682.09680544,135551336.42150825,52471955.989594646,82385684.797155514,63975970.047774889,143004448.93012381,2164561641.3594856,153309222.07127434,137270267.67384845,228433153.68163756,40942002.106445029,410039666.8404085,103067508.96450472,96194064.463743925,111163262.44728847,47908056.078814872,72011811.272082329,419572223.25395548,723075566.89805722,186172357.04268211,113465457.32543011,156979220.52572155,101703209.69115379,572606426.61174417,341163602.44452488,489564296.60135031,728445288.50073302,94865405.036073595,88421105.816160187,163579727.67481458,36736699.431355029,123822962.99447612,128607705.55854133,68500038.138847619,1544759549.2298777,80253984.252112836,219829599.82645407,258675323.62270483,114246368.47718452,470364097.75902671
Ei,612306.7408781694,628172.5888324874,593764.9880095923,617779.1640673737,625581.3953488372,605378.9731051344,615000.0,628634.9206349206,648526.5225933202,605688.0733944954,587425.8600237248,611550.3397158739,582422.1046443268,569080.459770115,717391.304347826,625790.1390644753,579461.6734932709,592758.8270496709,615671.6417910447,585511.531638084,572947.9768786128,650000.0,611866.5018541409,606119.9510403917,592344.4976076555,622727.2727272727,605192.4251679903,618102.3720349564,629688.493324857,598067.6328502415,594774.7747747748,614906.8322981367,595192.3076923077,617206.9825436409,607918.9686924494,615796.0199004975,628172.5888324874,630362.8262253342,586204.8549437537,594717.8871548619,631707.3170731707,600545.785324439,593941.2117576485,579069.7674418605,623551.637279597,608353.8083538084,587715.1335311573,597826.0869565217,599878.9346246973,587425.8600237248
