Tsafe,4,4,5,5,5,5,5,4,5,5,4,5,4,5,4,5,5,4,4,5,4,4,5,5,5,4,4,4,3,6,6,4,5,5,5,4,6,5,5,5,4,5,4,4,5,6,5,4,5,6
TR,65589510.833857596,40296933.17243813,59325587.622789875,107722980.31224255,42719468.066554159,58714356.607464358,43666199.783995964,39217356.288467325,42315095.376394264,49070484.511581518,51238989.393343881,65247457.569309689,48034430.666345462,42179744.588397034,51245162.861551709,54687286.025740534,72739612.396358952,62644711.670492217,50763312.971018381,44380147.647783831,51570867.681823775,53177860.392362334,52160219.726821505,69892343.474486798,61231982.016162857,51924537.575687543,68716748.702544242,57644779.807807706,80261294.673151791,112718527.73295084,54900142.40662121,69873589.559012458,50946925.853374429,55611014.299081162,51622570.528113693,47712859.270991787,64373531.58676663,45374083.749711834,41529129.986474395,56289424.285960302,47883584.144841105,46290459.016354576,59381792.759848408,62423725.849325269,45375098.61960566,50504521.254092596,53288470.397511177,40568956.031909965,48062505.154127717,40657903.856793374
Ei,306550000.0,384250000.0,278760000.0,334800000.0,198400000.0,304880000.0,281920000.0,342250000.0,202080000.0,273180000.0,289850000.0,292900000.0,293200000.0,303660000.0,354900000.0,299960000.0,215740000.0,267700000.0,285700000.0,219000000.0,332600000.0,290000000.0,253920000.0,205540000.0,231420000.0,301800000.0,252600000.0,271700000.0,334766666.6666667,214433333.33333334,233366666.66666666,334550000.0,258960000.0,268500000.0,282120000.0,251300000.0,240066666.66666666,271160000.0,223960000.0,224080000.0,252100000.0,287380000.0,266700000.0,255800000.0,254760000.0,227966666.66666666,328000000.0,251500000.0,307600000.0,263300000.0
