Tsafe,1456,1099,930,1155,1413,1044,1062,920,1065,19,1062,1194,1251,1053,1286,951,1156,1071,1200,1069,1119,1075,1501,1068,1446,1188,1053,1125,1122,1066,1135,1064,1116,1144,1203,1062,1053,1246,1088,1040,1092,1113,1116,1074,1064,1675,1080,1055,1400,1080
TR,243792367.28635865,250796539.83506626,163056445.47695148,166225734.12735745,130241464.33200033,232065531.75594249,278726323.68755257,219495872.60097492,154032823.2140719,42814236.75223095,330933460.11518037,139403042.63151786,485806889.32513553,269182060.88281548,639511092.35181904,220344204.46199176,3660659037.2625675,1920574850.1425259,236013269.27463338,229553582.76180941,173799424.13165885,116808102.32682775,37616983868.507019,1599422126.3088481,122834671.93132846,1091915623.9252627,373778941.42425942,101495501.55631669,1317000607.6008203,38797742491.247917,808359164.19930625,1032945491.2310258,6235771167.8652306,269878171.54559928,104945939.19757749,294429378.54353589,389119442.28947437,98879329.019751534,622912674.27222967,185908677.50149244,348809105.23732656,345611953.23920858,336659460.0944261,1371039892.8471558,1631177085.0978703,579495343.79644096,207924464.29227021,112484505.91450343,141534278.23210263,879633547.47761214
Ei,680357.1428571428,901637.8525932666,832258.0645161291,857575.7575757576,700849.2569002123,948275.8620689656,932203.3898305085,1076086.956521739,930046.9483568075,2157894.736842105,932203.3898305085,829480.7370184255,791686.6506794564,940455.8404558405,770295.4898911353,1041114.6161934806,856920.4152249135,924463.1185807657,825000.0,926941.0664172124,885522.7882037533,921395.3488372093,659626.9153897401,926966.2921348314,686168.7413554634,834006.734006734,940455.8404558405,880444.4444444445,882531.1942959002,930206.3789868668,872687.2246696035,930827.0676691729,887096.7741935484,865734.2657342658,823192.0199501247,932391.713747646,940455.8404558405,794542.5361155699,910661.7647058824,951923.0769230769,906593.4065934066,889757.4123989218,887634.4086021505,922160.1489757914,930827.0676691729,591343.2835820896,916666.6666666666,938862.5592417062,707857.1428571428,916666.6666666666
