HopsAttacker,HopsSourceSink,NumberFakes
0,34,0.0
0,33,0.0
0,36,0.0
0,34,0.0
0,36,0.0
0,34,0.0
0,37,0.0
7.0,35,0.0
0,35,0.0
0,33,0.0
0,36,0.0
0,34,0.0
0,29,0.0
0,36,0.0
0,38,0.0
0,35,0.0
0,36,0.0
0,34,0.0
0,34,0.0
0,33,0.0
0,34,0.0
0,39,0.0
0,35,0.0
0,36,0.0
0,38,0.0
0,35,0.0
0,33,0.0
0,37,0.0
0,32,0.0
0,34,0.0
0,34,0.0
0,29,0.0
0,35,0.0
0,39,0.0
0,36,0.0
0,35,0.0
0,37,0.0
0,35,0.0
0,34,0.0
0,35,0.0
0,35,0.0
0,33,0.0
0,33,0.0
0,27,0.0
0,32,0.0
0,35,0.0
0,34,0.0
0,34,0.0
0,35,0.0
0,39,0.0
