experiment_2
4660
2614
448
900
1398
6414
472
904
3990
4430
3616
10170
734
2968
1754
1140
1070
304
3820
950
594
5520
734
1520
5202
540
4830
1990
260
1880
3512
384
1834
1160
408
424
494
1898
1012
3374
2330
1150
428
314
4800
290
970
6330
2750
4290
560
422
10180
6804
3154
694
668
444
800
760
2010
2480
490
2250
398
14814
8460
2532
1944
274
4870
1920
5884
184
754
730
280
1904
13540
4124
2160
790
424
3994
570
444
672
662
2640
2430
870
442
1720
2820
9568
1708
2574
2322
522
2310
1980
1594
1324
1540
1400
4324
1266
480
4810
5360
994
690
524
426
4812
2814
1648
3514
294
3454
1260
1634
1550
10100
312
1002
334
4440
3530
7612
590
2680
2960
1630
358
8124
4208
428
8394
6010
860
1904
5454
2284
7460
3514
554
2420
5764
1598
1432
2074
4620
13440
2182
1070
3550
7760
3114
438
1850
178
4864
378
2730
550
8828
5120
386
618
680
4370
504
9454
504
554
3134
744
1554
1214
2800
220
7250
2944
1270
3020
338
550
1540
486
768
222
8204
854
11304
480
4470
232
1078
1774
724
740
790
494
1098
3530
338
2000
4764
768
650
584
1824
924
1260
2074
462
2210
3150
8840
1224
242
1080
2334
5754
1590
6694
498
1640
3710
364
496
2070
4704
3220
1820
834
828
834
1818
622
514
224
290
3388
3164
2334
232
4054
800
830
1902
5070
1470
7810
2084
480
334
2282
1558
5274
4720
752
4900
534
8496
2690
744
4834
534
1260
1264
2420
418
1140
2434
494
180
548
1544
1298
2154
1098
574
700
1620
3444
630
4970
388
834
2808
500
2090
14054
3214
5654
584
1434
308
6510
1560
3358
1660
1840
4022
814
1250
4626
840
3724
3424
2030
424
2844
650
6684
5476
780
1760
6256
468
378
2170
3614
688
1038
2480
1784
850
452
2000
9024
4060
388
1190
1590
388
488
2294
1542
854
910
716
3060
3010
3364
520
6174
970
2294
860
1780
496
964
3668
1958
1494
15200
2090
3268
6560
1854
2930
472
954
3570
462
6492
8184
3394
2742
810
7200
3872
2524
2970
4598
328
1124
5990
1138
784
14070
234
4980
4384
714
934
1022
3030
1870
1620
2508
2154
214
3514
2660
498
3274
2660
6996
1598
2720
5850
556
454
2388
784
7674
820
286
2686
366
1750
926
7400
1654
7254
6320
2084
1790
468
2838
1132
7254
3120
1240
1290
3590
1378
4900
2234
654
406
7364
4074
3360
980
1580
11186
2774
1234
340
3164
5410
3090
2588
2600
1022
478
590
7004
3186
2920
3570
524
4994
472
3250
5198
2680
1356
700
388
2234
1940
3684
484
6098
1384
4460
1000
1234
2840
3654
10424
4370
314
3700
4370
1604
1416
6924
450
1178
1544
318
8174
1010
6930
4704
494
474
3000
3768
510
2334
3460
528
