experiment_1
4414
26670
6378
1152
380
37182
992
440
2262
318
9206
6424
722
2768
1162
6174
5418
4180
5042
7442
1940
320
186
2292
744
7720
12792
1970
5612
7260
1400
608
874
322
274
6550
1174
4520
1034
12544
452
2388
10296
2780
774
2216
424
2482
1568
8880
10184
24944
5044
1284
754
1808
3590
3008
2584
460
11178
1360
1222
4682
410
2394
368
1004
558
3982
324
1948
9984
7814
514
6352
2350
6214
2834
12668
18012
3278
2522
10578
728
494
10932
5132
8254
1422
1988
618
6718
7296
8244
6840
988
1100
1818
1376
6202
2074
2790
13790
5340
17994
3190
714
364
4520
3730
472
3418
1490
7888
4972
6132
556
370
446
17328
1024
1812
712
6652
1842
8022
1782
7166
3414
3958
12072
1632
6984
1518
4092
408
19254
7390
2492
158
778
4620
896
456
4934
12088
1368
282
14114
330
20338
25374
694
14030
360
1756
3584
2180
1564
554
4292
5960
2360
2052
8912
9884
1798
7578
1304
2974
4236
454
6564
818
874
3398
3072
2708
326
1200
13962
902
366
1432
4704
680
3350
720
9990
454
8890
664
8510
12960
1076
526
2740
2488
20760
18224
7250
4660
1404
838
6374
3582
8584
4994
430
13780
4914
538
3862
5006
4320
4950
3524
976
20804
13098
7242
7324
5952
778
6108
3908
4168
19082
3548
1752
30230
14868
6266
496
15514
6484
7894
654
1600
544
2824
870
3374
5350
1334
12540
7640
3142
8790
13782
12084
18142
700
4106
1420
8478
5024
6654
5710
396
642
3434
14412
4688
3018
416
2786
2266
752
10206
7564
5578
2248
530
2488
1450
300
410
1216
2590
360
722
648
2680
668
13578
854
15972
20722
2794
422
8314
570
724
12738
282
4860
6374
1738
2558
24500
1168
11256
446
930
578
574
578
10340
348
2788
852
3528
4890
3000
7992
1670
2138
1728
7366
1816
892
500
6550
3552
2652
43652
3214
5064
6218
1038
13108
824
1064
3004
1608
8324
1268
1190
1994
2374
5682
7592
5990
1594
3680
382
4402
764
410
11224
4710
21082
618
5710
1996
5270
6162
410
632
480
1104
4052
1880
3926
1834
8898
3002
3740
518
27122
39978
2644
3632
2190
20352
1704
14292
13988
2260
2784
15528
2328
12110
6572
4412
17120
1810
684
4292
1310
508
588
2250
4342
7590
1174
432
1882
2244
272
7646
5074
4184
2430
16160
1070
560
358
4018
1448
488
8712
1172
2340
1664
5666
2428
388
11292
468
5460
7000
4714
1282
10140
442
220
628
11890
5502
1514
782
4700
1310
474
4038
468
484
4632
1524
2140
1500
722
2440
3332
3986
19232
5794
1478
3502
3110
2180
8154
12790
12454
312
1668
15610
4500
3218
11652
5074
790
1328
1404
2792
696
1238
1404
3542
820
4544
438
5658
1344
664
10472
16864
4150
8692
4954
1956
430
6106
480
1298
942
1278
3442
6932
1072
674
812
748
3070
8362
13424
18790
