experiment_3
2774
838
858
440
1278
1210
1878
5178
870
2472
338
1872
998
330
170
688
314
2236
764
5448
462
648
2748
470
4122
440
5228
428
778
7308
548
6768
1302
2018
3892
380
2224
508
328
1448
416
800
910
3948
398
6660
3590
2724
3068
1088
7290
4038
298
1238
3348
4042
3580
524
4614
750
2590
2662
6782
378
1616
364
304
1044
434
350
272
2490
238
928
790
1024
568
1428
888
6934
988
382
304
514
496
134
284
274
1298
924
2418
4190
1728
706
456
2262
2592
3358
2050
890
420
468
1682
2450
364
1358
972
464
334
8362
9304
1478
424
4560
532
520
494
2430
490
978
214
2534
698
1568
330
510
394
4508
1318
1750
1188
1240
460
2868
672
434
320
418
1968
476
290
1138
374
388
568
1008
620
5600
516
228
1260
382
1112
490
374
488
500
1018
4338
280
220
310
1404
1348
698
582
312
1018
404
6060
1628
594
16094
300
2518
1308
6368
660
1050
464
1244
1680
1718
440
1624
2310
250
2454
478
302
242
3410
15472
630
530
558
1438
336
5760
1128
334
1152
2652
2590
1038
512
1254
280
1894
970
758
4830
1632
1410
3908
1582
1112
354
6186
1580
1948
1944
290
5418
404
510
300
632
4728
3808
188
272
4290
204
1758
454
1690
450
448
454
554
484
550
378
3752
2062
754
360
1736
1258
3738
768
6128
250
270
3770
390
3288
8004
518
366
1252
772
344
880
972
2164
668
2864
3220
5684
6968
226
728
290
754
2512
9664
322
156
466
1074
1098
382
598
3908
338
538
1280
258
1168
4154
440
240
564
224
1648
486
432
1620
3590
620
840
1132
2998
5780
450
392
2760
1108
7598
518
262
5478
422
344
1618
420
3422
728
260
2214
744
8962
388
364
3758
480
288
2164
4838
1258
2202
420
878
394
1894
720
3052
390
2112
1110
364
522
300
6732
300
600
450
2744
512
1138
6448
348
410
574
7338
462
3418
362
424
6514
250
950
462
3720
374
1190
682
792
3878
7562
6688
268
3832
910
480
260
1818
2688
474
2912
1056
588
5560
754
904
460
498
1784
1974
314
4902
2608
270
860
4598
334
5034
808
10638
388
464
354
490
334
400
422
320
170
1102
5054
298
510
3604
3738
1162
1308
2722
430
548
1714
958
11648
320
738
3380
3978
652
3102
302
522
2384
810
160
3202
2868
598
2022
5970
406
330
360
490
536
1858
1674
260
432
1022
2150
2970
314
1490
372
3986
1514
5252
1060
352
324
272
460
2228
274
3100
172
5268
4200
444
454
412
414
652
484
900
2698
374
300
562
422
214
944
332
394
924
484
450
458
244
2770
198
1880
1520
1464
518
1000
2738
2432
1720
