experiment_5
6314
3572
14854
24040
914
2320
654
534
15324
370
3700
26950
6150
744
14074
1084
290
4644
16950
6298
1980
10166
8420
8320
1424
288
9100
2616
2330
2354
2384
12360
1350
23860
9340
7584
11510
4496
6994
420
5784
9300
2544
2680
2460
4952
11790
684
472
578
468
5218
8688
538
2298
5620
4216
1086
10544
7336
14130
4680
1990
1490
272
10210
1224
6094
6500
2176
1390
5044
8640
2910
1300
680
340
26204
1578
654
1420
3060
1640
1724
3166
884
14240
8410
892
980
350
4788
360
2464
1852
234
9900
8480
8024
5750
2654
3440
2330
1210
3638
1216
4020
3704
1580
484
6690
12474
2014
6044
490
754
5310
424
8710
1160
1610
2644
9528
5250
660
1080
370
1158
2790
3510
12680
3384
13484
3474
1370
500
4038
6440
240
680
10174
1494
834
9684
2650
290
5080
6024
5024
2144
2774
500
2394
334
2038
9244
2164
476
486
3334
3500
870
1720
504
19838
3894
3780
466
2380
264
17540
11870
14358
3080
4040
328
4404
1454
2264
9520
1354
1554
5660
11284
2050
13780
476
2614
178
560
18924
5450
6960
422
3356
5814
6242
510
6210
1980
2444
4944
6326
914
3372
2770
10660
1624
1940
4374
9774
4020
2294
972
15464
11040
2466
1744
418
734
3740
5170
1314
1474
13326
1714
9038
518
1524
4030
350
7804
2504
402
9310
6604
18670
11520
650
5624
354
524
7070
4844
2920
1254
8440
8846
7990
822
9332
8544
5280
13424
22950
16010
7540
3922
7160
1334
17444
4434
476
3460
2502
1500
2874
764
3970
8986
20130
228
1280
2318
830
13064
784
27434
11908
1270
3124
11124
17880
11984
4780
11718
3010
2164
308
6160
322
21174
9584
356
1930
430
554
10614
3580
11624
390
8900
2476
20570
4514
4298
510
2792
564
1296
6212
4660
3354
278
540
302
8924
2520
5894
7760
4698
630
6004
612
7234
4960
3156
2442
6256
850
1730
2260
3558
488
772
502
11690
10704
26384
15140
5560
216
15486
12850
310
520
10076
462
4110
3150
3938
734
418
870
1194
5344
5084
2720
3970
13246
3070
7614
698
7614
918
2614
5284
8380
4594
8864
3890
1484
7620
5794
694
5404
10416
3374
520
1522
8396
14226
2814
3154
15424
4824
2480
3644
994
2336
9734
276
760
7544
6586
5400
2394
2416
5782
2904
17034
182
428
774
12196
6626
3144
2586
3940
5254
8508
11700
2350
2936
4220
9714
3160
332
7950
9498
930
2230
390
2130
432
20564
900
364
13894
4700
790
6786
10820
6780
12454
8588
838
9966
2940
6104
3514
1110
13324
700
26200
6290
660
5358
4660
11546
12882
1144
9140
8250
7120
1470
388
2950
5044
3430
482
1174
450
3164
2810
12196
11450
1484
15818
2090
1000
2160
376
3820
7224
8598
1984
1656
1946
4610
2660
5310
11880
4290
1760
2640
3190
530
2860
9910
22984
6760
2334
1270
3956
4264
2810
6944
1830
3390
