experiment_8
5532
406
1940
2362
4654
6090
402
1262
1344
434
842
2146
4780
2454
460
414
3168
3790
490
318
232
490
2928
216
170
514
170
5842
654
1252
1054
8188
10376
1648
2018
1390
2154
428
852
976
378
2308
510
254
2788
15406
466
308
556
2476
1956
310
856
1418
1426
448
7542
2486
672
486
4492
2190
702
286
2726
1742
6558
4046
1508
2360
246
250
4038
5162
2326
1676
506
300
1170
3312
184
130
170
172
2828
4164
456
802
7746
3422
560
376
226
296
3174
924
412
838
1224
648
8376
290
3672
440
1442
332
184
1366
166
2264
1158
364
216
8690
554
3806
308
1256
1076
1976
450
966
424
266
428
424
2822
1732
1092
2454
374
454
466
5136
1206
5316
838
518
5288
334
1390
478
444
102
388
7870
282
1166
6714
272
588
778
1472
1776
822
320
270
106
570
296
420
358
2318
580
300
206
6506
2942
542
10292
486
436
734
342
416
2380
1608
1764
318
4802
916
536
2256
5666
314
402
6328
2286
274
9722
292
1892
434
328
940
2528
240
326
158
350
1076
490
874
260
150
3160
442
1452
930
376
172
470
426
1162
306
3462
5816
3446
706
894
568
2154
568
5824
1832
412
5652
500
1546
398
11312
1248
2000
294
414
494
422
3316
1166
4006
1352
3374
284
98
230
2510
2496
332
290
126
3412
762
482
358
1944
4314
7216
306
460
518
490
384
902
1780
690
4794
3012
498
1160
298
1532
1738
2354
434
10806
376
1016
4260
10126
1186
334
198
5304
376
3234
488
3978
358
624
2590
8888
986
2014
266
348
284
204
840
434
940
4344
400
362
714
670
4568
1732
1204
3860
222
4030
1432
1546
430
238
364
2384
1468
1344
904
432
3742
2782
1408
4604
3308
2432
626
694
504
3262
1182
1622
1772
348
1398
3228
390
6006
1780
340
576
1422
500
416
332
1118
1212
954
234
4954
2166
396
2550
612
766
344
330
3422
2226
3946
4988
884
616
3436
1126
560
11468
4494
412
260
2906
234
548
380
7830
406
4686
5072
430
372
1248
1062
366
456
382
2816
242
1902
736
388
2948
1416
2122
3550
992
2032
1786
2042
870
4140
2622
1256
3252
4276
186
1424
890
2156
714
3686
184
312
2866
590
1480
2884
486
7448
3622
496
1336
622
1724
522
1476
574
658
2090
1276
710
1376
3238
9684
2648
324
154
356
1106
6216
772
6728
1256
2458
1308
4608
4784
490
942
6076
3352
2286
616
690
2102
570
1264
2874
1842
2184
8230
11892
2554
6622
1728
220
3374
418
818
992
5660
438
2708
3502
1446
11388
1456
450
5084
3582
2518
3216
2808
350
486
2472
4364
326
472
4272
2030
7462
806
312
508
3498
1484
3322
364
242
